Code,LatitudeOrig,LongitudeOrig,Shift,LatitudeShifted,LongitudeShifted,Name,Address,Q3,Q6_1,Q6_2,Q6_3,Q6_4,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q12_1,Q12_2,Q12_3,Q12_4,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q16_1,Q16_2,Q16_3,Q16_4,Q17_1,Q17_2,Q17_3,Q17_4,Q19_1,Q19_2,Q19_3,Q19_4,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q35,Q36,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q39
08X282,40.814901,-73.856057,0,40.814901,-73.856057,Women's Academy of Excellence,456 WHITE PLAINS RD,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,2,0,0,1
08X293,40.840106,-73.839336,0,40.840106,-73.839336,Renaissance High School for Musical Theater & Technology,3000 E TREMONT AVE,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,5,1,20,14,0,0
08X301,40.822537,-73.906811,0,40.822537,-73.906811,M.S. 301 Paul L. Dunbar,890 CAULDWELL AVE,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,20,60,0,0,0,1,0,0,0,0,80,0,1,0,1,0,0,0,0,3,3,0,3,3,0,0,0,0
08X302,40.815975,-73.901705,0,40.815975,-73.901705,M.S. 302 Luisa Dessus Cruz,681 KELLY ST,2,0,1,0,2,1,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,150,0,0,0,0,0,0,0,0,1,0,0,4,3,0,3,3,0,0,0,0
08X304,40.827175,-73.829317,1,40.827175,-73.829117,P.S. 304 Early Childhood School,2750 LAFAYETTE AVE,2,0,1,1,0,0,12,12,13,0,0,20,10,0,0,80,40,0,0,80,40,0,0,80,40,0,0,80,40,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,2,8,6,4,6,0,0
08X305,40.8214,-73.855687,0,40.8214,-73.855687,Pablo Neruda Academy,1980 LAFAYETTE AVE,2,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,4,3,0,1
08X312,40.8214,-73.855687,1,40.8214,-73.855487,Millennium Art Academy,1980 LAFAYETTE AVE,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,12,0,2,0,3,0,0
08X320,40.840106,-73.839336,1,40.840106,-73.839136,Pelham Lab High School,3000 E TREMONT AVE,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,1,1,0,0,0
08X332,40.817828,-73.897815,0,40.817828,-73.897815,Holcombe L. Rucker School of Community Research,965 LONGWOOD AVE,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0
08X333,40.820129,-73.898634,0,40.820129,-73.898634,The Longwood Academy of Discovery,888 REV J A POLITE AVE,3,0,0,0,0,0,0,0,2,0,0,1,3,0,0,20,0,10,0,7,22,14,0,4,4,0,0,5,7,10,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,6,1,0,34,5,0,0
08X335,40.820129,-73.898634,1,40.820129,-73.898434,The Academy of the Arts,888 REV J A POLITE AVE,4,0,0,0,0,1,1,1,1,0,8,8,0,0,28,28,0,0,0,0,21,0,0,0,21,0,40,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,3,0,0
08X337,40.824989,-73.873905,1,40.824989,-73.873705,The School for Inquiry and Social Justice,1025 MORRISON AVE,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,189,0,189,0,0,0,0,0,0,0,0,3,2,4,4,0,2,1,0,0
08X348,40.840106,-73.839336,2,40.840106,-73.838936,Schuylerville Preparatory High School,3000 E TREMONT AVE,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,4,0,0
08X349,40.840106,-73.839336,3,40.840106,-73.838736,Bronx River High School,3000 E TREMONT AVE,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,4,2,4,0,0
08X367,40.814901,-73.856057,1,40.814901,-73.855857,"Archimedes Academy for Math, Science and Technology Applications",456 WHITE PLAINS RD,2,1,0,1,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,5,1
08X371,40.826997,-73.818258,0,40.826997,-73.818258,Urban Institute of Mathematics,650 HOLLYWOOD AVE,2,1,1,1,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,4,5,3,9,1,1
08X375,40.814901,-73.856057,2,40.814901,-73.855657,The Bronx Mathematics Preparatory School,456 WHITE PLAINS RD,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,1,0,0,0,0,37,0,0,0,1,0,0,0,0,2,3,1,1,1,3,1,0,0
08X376,40.8214,-73.855687,2,40.8214,-73.855287,Antonia Pantoja Preparatory Academy: A College Board School,1980 LAFAYETTE AVE,3,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,0,0,0,0,32,0,0,0,0,1,1,1,0,1,1,0,2,1,0,2,2,0,1,0,0
08X377,40.8214,-73.855687,3,40.8214,-73.855087,Bronx Community High School,1980 LAFAYETTE AVE,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,2,0,2,2,2,0,0
08X392,40.826997,-73.818258,1,40.826997,-73.818058,Bronx Delta School,650 HOLLYWOOD AVE,2,0,1,0,0,2,1,0,2,0,22,36,0,8,0,108,0,24,0,72,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,5,2,8,0,7,6,1
08X405,40.840106,-73.839336,4,40.840106,-73.838536,Herbert H. Lehman High School,3000 E TREMONT AVE,2,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,2,2,0,0,0,0
08X424,40.81557,-73.885531,0,40.81557,-73.885531,The Hunts Point School,730 BRYANT AVE,2,0,1,0,2,2,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,1,1,0,1,0,30,200,0,297,0,1,0,1,0,0,0,0,2,1,4,2,3,4,2,0,0
08X432,40.8214,-73.855687,4,40.8214,-73.854887,Bronx Bridges High School,1980 LAFAYETTE AVE,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,2,0,0
08X448,40.823225,-73.859825,1,40.823225,-73.859625,Soundview Academy for Culture and Scholarship,885 BOLTON AVE,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,44,40,0,48,0,0,0,0,0,0,0,0,3,1,1,5,9,0,5,0,0
08X452,40.8214,-73.855687,5,40.8214,-73.854687,Gotham Collaborative High School,1980 LAFAYETTE AVE,4,0,0,1,1,2,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,3,16,1,6,5,8,0,0
08X467,40.826997,-73.818258,2,40.826997,-73.817858,Mott Hall Community School,650 HOLLYWOOD AVE,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,330,0,330,0,0,0,0,0,0,0,0,3,3,4,0,0,2,4,0,0
08X519,40.821097,-73.881127,0,40.821097,-73.881127,The Felisa Rincon de Gautier Institute for Law and Public Policy,1440 STORY AVE,4,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
08X530,40.817828,-73.897815,1,40.817828,-73.897615,Longwood Preparatory Academy,965 LONGWOOD AVE,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,1,0,0
08X537,40.821097,-73.881127,1,40.821097,-73.880927,Bronx Arena High School,1440 STORY AVE,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,1,0,1
08X558,40.840106,-73.839336,5,40.840106,-73.838336,Westchester Square Academy,3000 E TREMONT AVE,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,2,4,0,0
08X559,40.821749,-73.902405,0,40.821749,-73.902405,School for Tourism and Hospitality,900 TINTON AVE,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0
08X561,40.8214,-73.855687,6,40.8214,-73.854487,Bronx Compass High School,1980 LAFAYETTE AVE,4,0,2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,2,2,0,2,0,0
08X562,40.829155,-73.857281,1,40.829155,-73.857081,Blueprint Middle School,1111 PUGSLEY AVE,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,3,2,0,0
09X004,40.84117,-73.89828,0,40.84117,-73.89828,P.S./M.S. 004 Crotona Park West,1701 FULTON AVE,2,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,0,2,0,0
09X011,40.839738,-73.925787,0,40.839738,-73.925787,P.S. 011 Highbridge,1257 OGDEN AVE,4,0,0,1,1,2,2,2,17,1,70,70,70,0,14,14,14,0,8,0,24,0,60,60,50,60,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,26,4,0,0,5,0,0
09X022,40.83245,-73.913939,0,40.83245,-73.913939,J.H.S. 022 Jordan L. Mott,270 E 167 ST,2,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,5,0,4,0,0
09X028,40.848353,-73.90374,0,40.848353,-73.90374,P.S. 028 Mount Hope,1861 ANTHONY AVE,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10,0,0
09X035,40.827559,-73.917933,0,40.827559,-73.917933,P.S. 035 Franz Siegel,261 E 163 ST,2,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,2,1,1,2,0,1,0,0
09X042,40.838559,-73.903026,0,40.838559,-73.903026,P.S. 042 Claremont,1537 WASHINGTON AVE,2,0,0,0,0,1,2,1,1,0,0,35,0,35,0,140,0,140,0,105,0,105,0,140,180,140,0,140,180,140,180,140,180,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3,3,2,0,5,0,0
09X055,40.836134,-73.904843,0,40.836134,-73.904843,P.S. 055 Benjamin Franklin,450 SAINT PAUL'S PL,3,0,0,0,0,2,2,1,2,0,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3,3,3,1,8,0,7,0,0
09X058,40.846177,-73.898826,0,40.846177,-73.898826,P.S. 058,459 E 176 ST,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,0,6,0,4,0,0
09X063,40.830895,-73.902386,0,40.830895,-73.902386,P.S. 063 Author's Academy,1260 FRANKLIN AVE,3,0,0,0,0,0,2,0,2,1,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,1,0,0,0
09X070,40.84396,-73.908047,0,40.84396,-73.908047,P.S. 070 Max Schoenfeld,1691 WEEKS AVE,4,0,0,0,0,2,2,1,3,2,2,2,0,0,20,20,0,0,20,20,0,0,18,18,9,0,20,20,10,0,22,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,1,1,16,3,0,0,0
09X073,40.832659,-73.926603,0,40.832659,-73.926603,P.S. 073 Bronx,1020 ANDERSON AVE,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,155,0,0,0,126,0,0,0,248,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,0,0,0,1
09X088,40.837026,-73.913524,0,40.837026,-73.913524,P.S. X088 - S. Silverstein Little Sparrow School,1340 SHERIDAN AVE,2,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,120,0,0,0,100,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,0,0,13,0,1
09X109,40.851788,-73.918621,0,40.851788,-73.918621,P.S. 109 Sedgwick,1771 POPHAM AVE,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,6,0,0
09X110,40.835042,-73.900433,0,40.835042,-73.900433,P.S. 110 Theodore Schoenfeld,580 CROTONA PARK S,2,0,0,0,0,1,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,15,2,15,10,1,0
09X114,40.834946,-73.923261,0,40.834946,-73.923261,P.S. X114 - Luis Llorens Torres Schools,1155 CROMWELL AVE,3,0,0,0,0,1,2,0,1,1,40,60,20,30,120,300,60,120,140,350,80,140,120,200,90,120,50,130,70,110,135,155,70,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,2,8,10,4,5,12,0,1
09X117,40.84858,-73.908745,0,40.84858,-73.908745,I.S. 117 Joseph H. Wade,1865 MORRIS AVE,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,0,3,5,0,0,0
09X126,40.836067,-73.928385,0,40.836067,-73.928385,P.S. 126 Dr Marjorie H Dunbar,175 W 166 ST,2,0,0,0,1,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,7,5,3,0,0
09X128,40.835042,-73.900433,1,40.835042,-73.900233,Mott Hall III,580 CROTONA PARK S,4,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,6,0,0,0
09X132,40.832097,-73.907048,0,40.832097,-73.907048,P.S. 132 Garret A. Morgan,1245 WASHINGTON AVE,2,0,0,0,0,1,0,1,0,1,0,0,0,320,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,10,13,35,13,0,1
09X163,40.851801,-73.898826,0,40.851801,-73.898826,P.S. 163 Arthur A. Schomburg,2075 WEBSTER AVE,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,40,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1
09X170,40.844524,-73.913275,0,40.844524,-73.913275,P.S. 170,1598 TOWNSEND AVE,2,0,0,0,0,2,12,12,12,0,0,90,45,45,0,92,44,44,0,92,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,3,5,10,10,0,5,1,1
09X199,40.84366,-73.920597,0,40.84366,-73.920597,P.S. 199X - The Shakespeare School,1449 SHAKESPEARE AVE,2,0,1,0,0,0,2,1,2,1,75,100,100,75,90,108,120,210,135,135,180,135,105,140,140,105,135,180,180,135,90,120,120,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,3,6,0,20,6,0
09X204,40.850084,-73.915131,0,40.850084,-73.915131,P.S. 204 Morris Heights,1780 DR. MARTIN LUTHER KING JR. BLVD,2,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,55,0,0,0,55,0,0,0,66,90,0,0,66,60,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33,2,1,0,10,0,1
09X218,40.835483,-73.919724,0,40.835483,-73.919724,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,1220 GERARD AVE,2,0,1,0,1,0,1,0,1,0,0,0,0,20,0,0,0,50,0,0,0,50,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,1,0,1,0,0,998,0,998,0,0,0,0,0,1,0,0,2,1,8,2,4,0,4,0,0
09X219,40.833845,-73.903924,0,40.833845,-73.903924,I.S. 219 New Venture School,3630 3 AVE,2,0,1,1,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,90,90,20,0,1,1,0,0,0,100,0,0,0,1,0,1,1,0,0,0,2,1,1,1,2,0,2,0,0
09X227,40.839867,-73.911159,0,40.839867,-73.911159,Bronx Collegiate Academy,240 E 172 ST,4,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6,1,1,4,3,6,0
09X229,40.853105,-73.920704,0,40.853105,-73.920704,I.S. 229 Roland Patterson,275 HARLEM RIVER PARK BRIDGE,2,0,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,244,0,1,1,1,1,0,0,1,3,3,1,0,0,0,2,0,0
09X231,40.845289,-73.897216,0,40.845289,-73.897216,Eagle Academy for Young Men,4143 3 AVE,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,0,0,0,0,0,0
09X236,40.848971,-73.909758,0,40.848971,-73.909758,P.S. 236 Langston Hughes,1871 WALTON AVE,4,0,0,0,0,13,14,13,15,13,20,6,6,6,40,12,12,12,12,12,40,12,40,12,40,12,20,6,6,6,60,60,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,9,4,2,3,0,1
09X241,40.839401,-73.901966,0,40.839401,-73.901966,The Urban Assembly School for Applied Math and Science,1595 BATHGATE AVE,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,3,0,4,7,1,0,1
09X250,40.833972,-73.902747,0,40.833972,-73.902747,Eximius College Preparatory Academy: A College Board School,1363 FULTON AVE,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,10,0,3,0,0
09X252,40.839401,-73.901966,1,40.839401,-73.901766,Mott Hall Bronx High School,1595 BATHGATE AVE,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,7,4,2,0,0
09X260,40.833972,-73.902747,1,40.833972,-73.902547,Bronx Center for Science and Mathematics,1363 FULTON AVE,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3,0,0,5,0,7,0,1
09X263,40.839401,-73.901966,2,40.839401,-73.901566,Validus Preparatory Academy,1595 BATHGATE AVE,4,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,0,0,0,0
09X276,40.84117,-73.89828,1,40.84117,-73.89808,Leadership Institute,1701 FULTON AVE,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,2,3,1,1,0,0,0
09X294,40.840345,-73.915728,0,40.840345,-73.915728,The Walton Avenue School,1425 WALTON AVE,4,0,1,0,0,3,4,10,20,20,10,20,10,20,50,100,50,100,50,100,50,100,50,100,50,100,60,120,60,120,50,100,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,0,1,0,1
09X297,40.827303,-73.90451,0,40.827303,-73.90451,Morris Academy for Collaborative Studies,1110 BOSTON RD,2,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,5,1,1,7,6,6,1
09X303,40.849492,-73.915696,0,40.849492,-73.915696,I.S. X303 Leadership & Community Service,1700 MACOMBS RD,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,1,0,0,0,0,320,0,1,0,1,0,1,0,0,3,3,13,0,4,11,3,6,0
09X323,40.83245,-73.913939,1,40.83245,-73.913739,Bronx Writing Academy,270 E 167 ST,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,4,0,0
09X324,40.828078,-73.91752,0,40.828078,-73.91752,Bronx Early College Academy for Teaching & Learning,250 E 164 ST,2,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75,100,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,13,2,2,5,11,0,0
